commonName,lat,lon,NbDocks,geometry,Station_number,Community,attraction_count,buffer,within_count,intersects_count
"Ebury Bridge, Pimlico",51.490491,-0.149186,29,POINT (697905.6952971604 5708225.725208079),22159,3,0,"POLYGON ((698405.6952971604 5708225.725208079, 698403.2876604965 5708176.716637915, 698396.087937362 5708128.180047072, 698384.1654650265 5708080.582869452, 698367.6350634161 5708034.383491897, 698346.6559293346 5707990.026839666, 698321.4301033117 5707947.94009157, 698292.2005238418 5707908.528565997, 698259.2486877537 5707872.171817486, 698222.8919392423 5707839.219981398, 698183.4804136702 5707809.990401928, 698141.3936655734 5707784.764575905, 698097.037013343 5707763.785441824, 698050.8376357877 5707747.2550402135, 698003.2404581684 5707735.332567878, 697954.7038673252 5707728.132844743, 697905.6952971604 5707725.725208079, 697856.6867269956 5707728.132844743, 697808.1501361524 5707735.332567878, 697760.5529585332 5707747.2550402135, 697714.3535809779 5707763.785441824, 697669.9969287474 5707784.764575905, 697627.9101806507 5707809.990401928, 697588.4986550786 5707839.219981398, 697552.1419065672 5707872.171817486, 697519.1900704791 5707908.528565997, 697489.9604910092 5707947.94009157, 697464.7346649863 5707990.026839666, 697443.7555309047 5708034.383491897, 697427.2251292943 5708080.582869452, 697415.3026569588 5708128.180047072, 697408.1029338243 5708176.716637915, 697405.6952971604 5708225.725208079, 697408.1029338243 5708274.733778244, 697415.3026569588 5708323.270369087, 697427.2251292943 5708370.867546706, 697443.7555309047 5708417.066924262, 697464.7346649863 5708461.423576493, 697489.9604910092 5708503.510324589, 697519.1900704791 5708542.921850162, 697552.1419065672 5708579.278598673, 697588.4986550786 5708612.23043476, 697627.9101806507 5708641.460014231, 697669.9969287474 5708666.685840254, 697714.3535809779 5708687.664974335, 697760.5529585332 5708704.195375945, 697808.1501361524 5708716.117848281, 697856.6867269956 5708723.317571416, 697905.6952971604 5708725.725208079, 697954.7038673252 5708723.317571416, 698003.2404581684 5708716.117848281, 698050.8376357877 5708704.195375945, 698097.037013343 5708687.664974335, 698141.3936655734 5708666.685840254, 698183.4804136702 5708641.460014231, 698222.8919392423 5708612.23043476, 698259.2486877537 5708579.278598673, 698292.2005238418 5708542.921850162, 698321.4301033117 5708503.510324589, 698346.6559293346 5708461.423576493, 698367.6350634161 5708417.066924262, 698384.1654650265 5708370.867546706, 698396.087937362 5708323.270369087, 698403.2876604965 5708274.733778244, 698405.6952971604 5708225.725208079))",1,2
"Vincent Street, Pimlico",51.493072,-0.129925,17,POINT (699231.3007835702 5708564.954966623),22161,3,0,"POLYGON ((699731.3007835702 5708564.954966623, 699728.8931469063 5708515.946396459, 699721.6934237718 5708467.409805615, 699709.7709514363 5708419.812627996, 699693.2405498258 5708373.613250441, 699672.2614157443 5708329.25659821, 699647.0355897214 5708287.169850114, 699617.8060102515 5708247.758324541, 699584.8541741634 5708211.40157603, 699548.497425652 5708178.449739942, 699509.0859000799 5708149.220160472, 699466.9991519832 5708123.994334449, 699422.6424997527 5708103.015200368, 699376.4431221974 5708086.484798757, 699328.8459445782 5708074.562326422, 699280.309353735 5708067.362603287, 699231.3007835702 5708064.954966623, 699182.2922134054 5708067.362603287, 699133.7556225621 5708074.562326422, 699086.1584449429 5708086.484798757, 699039.9590673876 5708103.015200368, 698995.6024151571 5708123.994334449, 698953.5156670604 5708149.220160472, 698914.1041414883 5708178.449739942, 698877.7473929769 5708211.40157603, 698844.7955568888 5708247.758324541, 698815.5659774189 5708287.169850114, 698790.340151396 5708329.25659821, 698769.3610173145 5708373.613250441, 698752.8306157041 5708419.812627996, 698740.9081433685 5708467.409805615, 698733.708420234 5708515.946396459, 698731.3007835702 5708564.954966623, 698733.708420234 5708613.963536788, 698740.9081433685 5708662.500127631, 698752.8306157041 5708710.09730525, 698769.3610173145 5708756.296682806, 698790.340151396 5708800.653335037, 698815.5659774189 5708842.740083133, 698844.7955568888 5708882.1516087055, 698877.7473929769 5708918.508357217, 698914.1041414883 5708951.460193304, 698953.5156670604 5708980.689772774, 698995.6024151571 5709005.915598798, 699039.9590673876 5709026.894732879, 699086.1584449429 5709043.425134489, 699133.7556225621 5709055.347606825, 699182.2922134054 5709062.547329959, 699231.3007835702 5709064.954966623, 699280.309353735 5709062.547329959, 699328.8459445782 5709055.347606825, 699376.4431221974 5709043.425134489, 699422.6424997527 5709026.894732879, 699466.9991519832 5709005.915598798, 699509.0859000799 5708980.689772774, 699548.497425652 5708951.460193304, 699584.8541741634 5708918.508357217, 699617.8060102515 5708882.1516087055, 699647.0355897214 5708842.740083133, 699672.2614157443 5708800.653335037, 699693.2405498258 5708756.296682806, 699709.7709514363 5708710.09730525, 699721.6934237718 5708662.500127631, 699728.8931469063 5708613.963536788, 699731.3007835702 5708564.954966623))",1,1
"Cheapside, Bank",51.51397,-0.09294,43,POINT (701705.8443718473 5710989.773688612),22180,1,0,"POLYGON ((702205.8443718473 5710989.773688612, 702203.4367351835 5710940.765118447, 702196.237012049 5710892.228527604, 702184.3145397134 5710844.631349985, 702167.784138103 5710798.431972429, 702146.8050040215 5710754.075320198, 702121.5791779986 5710711.988572102, 702092.3495985287 5710672.577046529, 702059.3977624406 5710636.220298018, 702023.0410139292 5710603.268461931, 701983.6294883571 5710574.03888246, 701941.5427402604 5710548.813056437, 701897.1860880299 5710527.833922356, 701850.9867104746 5710511.303520746, 701803.3895328554 5710499.38104841, 701754.8529420121 5710492.181325275, 701705.8443718473 5710489.773688612, 701656.8358016826 5710492.181325275, 701608.2992108393 5710499.38104841, 701560.7020332201 5710511.303520746, 701514.5026556648 5710527.833922356, 701470.1460034343 5710548.813056437, 701428.0592553376 5710574.03888246, 701388.6477297655 5710603.268461931, 701352.2909812541 5710636.220298018, 701319.339145166 5710672.577046529, 701290.1095656961 5710711.988572102, 701264.8837396732 5710754.075320198, 701243.9046055917 5710798.431972429, 701227.3742039812 5710844.631349985, 701215.4517316457 5710892.228527604, 701208.2520085112 5710940.765118447, 701205.8443718473 5710989.773688612, 701208.2520085112 5711038.782258776, 701215.4517316457 5711087.3188496195, 701227.3742039812 5711134.916027239, 701243.9046055917 5711181.115404794, 701264.8837396732 5711225.472057025, 701290.1095656961 5711267.558805121, 701319.339145166 5711306.970330694, 701352.2909812541 5711343.327079205, 701388.6477297655 5711376.278915293, 701428.0592553376 5711405.508494763, 701470.1460034343 5711430.734320786, 701514.5026556648 5711451.713454867, 701560.7020332201 5711468.243856478, 701608.2992108393 5711480.166328813, 701656.8358016826 5711487.366051948, 701705.8443718473 5711489.773688612, 701754.8529420121 5711487.366051948, 701803.3895328554 5711480.166328813, 701850.9867104746 5711468.243856478, 701897.1860880299 5711451.713454867, 701941.5427402604 5711430.734320786, 701983.6294883571 5711405.508494763, 702023.0410139292 5711376.278915293, 702059.3977624406 5711343.327079205, 702092.3495985287 5711306.970330694, 702121.5791779986 5711267.558805121, 702146.8050040215 5711225.472057025, 702167.784138103 5711181.115404794, 702184.3145397134 5711134.916027239, 702196.237012049 5711087.3188496195, 702203.4367351835 5711038.782258776, 702205.8443718473 5710989.773688612))",0,0
"Crinan Street, King's Cross",51.534474,-0.122203,20,POINT (699586.1071976232 5713189.1669219285),22183,0,0,"POLYGON ((700086.1071976232 5713189.1669219285, 700083.6995609594 5713140.158351764, 700076.4998378248 5713091.621760921, 700064.5773654893 5713044.0245833015, 700048.0469638789 5712997.825205746, 700027.0678297974 5712953.468553515, 700001.8420037745 5712911.381805419, 699972.6124243046 5712871.970279846, 699939.6605882165 5712835.613531335, 699903.3038397051 5712802.6616952475, 699863.892314133 5712773.432115777, 699821.8055660363 5712748.206289754, 699777.4489138058 5712727.227155673, 699731.2495362505 5712710.696754063, 699683.6523586313 5712698.774281727, 699635.115767788 5712691.574558592, 699586.1071976232 5712689.1669219285, 699537.0986274584 5712691.574558592, 699488.5620366152 5712698.774281727, 699440.964858996 5712710.696754063, 699394.7654814407 5712727.227155673, 699350.4088292102 5712748.206289754, 699308.3220811135 5712773.432115777, 699268.9105555414 5712802.6616952475, 699232.55380703 5712835.613531335, 699199.6019709419 5712871.970279846, 699170.372391472 5712911.381805419, 699145.1465654491 5712953.468553515, 699124.1674313676 5712997.825205746, 699107.6370297571 5713044.0245833015, 699095.7145574216 5713091.621760921, 699088.5148342871 5713140.158351764, 699086.1071976232 5713189.1669219285, 699088.5148342871 5713238.175492093, 699095.7145574216 5713286.712082936, 699107.6370297571 5713334.309260556, 699124.1674313676 5713380.508638111, 699145.1465654491 5713424.865290342, 699170.372391472 5713466.952038438, 699199.6019709419 5713506.363564011, 699232.55380703 5713542.720312522, 699268.9105555414 5713575.6721486095, 699308.3220811135 5713604.90172808, 699350.4088292102 5713630.127554103, 699394.7654814407 5713651.106688184, 699440.964858996 5713667.6370897945, 699488.5620366152 5713679.55956213, 699537.0986274584 5713686.759285265, 699586.1071976232 5713689.1669219285, 699635.115767788 5713686.759285265, 699683.6523586313 5713679.55956213, 699731.2495362505 5713667.6370897945, 699777.4489138058 5713651.106688184, 699821.8055660363 5713630.127554103, 699863.892314133 5713604.90172808, 699903.3038397051 5713575.6721486095, 699939.6605882165 5713542.720312522, 699972.6124243046 5713506.363564011, 700001.8420037745 5713466.952038438, 700027.0678297974 5713424.865290342, 700048.0469638789 5713380.508638111, 700064.5773654893 5713334.309260556, 700076.4998378248 5713286.712082936, 700083.6995609594 5713238.175492093, 700086.1071976232 5713189.1669219285))",3,3
"Wren Street, Holborn",51.524564,-0.116279,33,POINT (700040.33467564 5712103.536937161),22169,0,0,"POLYGON ((700540.33467564 5712103.536937161, 700537.9270389761 5712054.528366997, 700530.7273158416 5712005.991776153, 700518.8048435061 5711958.394598534, 700502.2744418957 5711912.195220979, 700481.2953078141 5711867.838568748, 700456.0694817912 5711825.751820652, 700426.8399023213 5711786.340295079, 700393.8880662333 5711749.983546568, 700357.5313177218 5711717.03171048, 700318.1197921498 5711687.80213101, 700276.033044053 5711662.576304987, 700231.6763918225 5711641.597170906, 700185.4770142672 5711625.066769295, 700137.879836648 5711613.14429696, 700089.3432458048 5711605.944573825, 700040.33467564 5711603.536937161, 699991.3261054752 5711605.944573825, 699942.789514632 5711613.14429696, 699895.1923370127 5711625.066769295, 699848.9929594574 5711641.597170906, 699804.636307227 5711662.576304987, 699762.5495591302 5711687.80213101, 699723.1380335581 5711717.03171048, 699686.7812850467 5711749.983546568, 699653.8294489586 5711786.340295079, 699624.5998694887 5711825.751820652, 699599.3740434658 5711867.838568748, 699578.3949093843 5711912.195220979, 699561.8645077739 5711958.394598534, 699549.9420354384 5712005.991776153, 699542.7423123039 5712054.528366997, 699540.33467564 5712103.536937161, 699542.7423123039 5712152.545507326, 699549.9420354384 5712201.082098169, 699561.8645077739 5712248.679275788, 699578.3949093843 5712294.878653344, 699599.3740434658 5712339.235305575, 699624.5998694887 5712381.322053671, 699653.8294489586 5712420.7335792435, 699686.7812850467 5712457.090327755, 699723.1380335581 5712490.042163842, 699762.5495591302 5712519.2717433125, 699804.636307227 5712544.497569336, 699848.9929594574 5712565.476703417, 699895.1923370127 5712582.007105027, 699942.789514632 5712593.929577363, 699991.3261054752 5712601.1293004975, 700040.33467564 5712603.536937161, 700089.3432458048 5712601.1293004975, 700137.879836648 5712593.929577363, 700185.4770142672 5712582.007105027, 700231.6763918225 5712565.476703417, 700276.033044053 5712544.497569336, 700318.1197921498 5712519.2717433125, 700357.5313177218 5712490.042163842, 700393.8880662333 5712457.090327755, 700426.8399023213 5712420.7335792435, 700456.0694817912 5712381.322053671, 700481.2953078141 5712339.235305575, 700502.2744418957 5712294.878653344, 700518.8048435061 5712248.679275788, 700530.7273158416 5712201.082098169, 700537.9270389761 5712152.545507326, 700540.33467564 5712103.536937161))",1,1
"Kennington Station, Kennington",51.488852,-0.105593,23,POINT (700938.5908196815 5708162.302816168),22170,2,0,"POLYGON ((701438.5908196815 5708162.302816168, 701436.1831830177 5708113.294246004, 701428.9834598831 5708064.7576551605, 701417.0609875476 5708017.160477541, 701400.5305859372 5707970.961099986, 701379.5514518557 5707926.604447755, 701354.3256258328 5707884.517699659, 701325.0960463629 5707845.106174086, 701292.1442102748 5707808.749425575, 701255.7874617634 5707775.797589487, 701216.3759361913 5707746.568010017, 701174.2891880946 5707721.342183994, 701129.9325358641 5707700.363049913, 701083.7331583088 5707683.832648302, 701036.1359806895 5707671.910175967, 700987.5993898463 5707664.710452832, 700938.5908196815 5707662.302816168, 700889.5822495167 5707664.710452832, 700841.0456586735 5707671.910175967, 700793.4484810543 5707683.832648302, 700747.249103499 5707700.363049913, 700702.8924512685 5707721.342183994, 700660.8057031718 5707746.568010017, 700621.3941775997 5707775.797589487, 700585.0374290883 5707808.749425575, 700552.0855930002 5707845.106174086, 700522.8560135303 5707884.517699659, 700497.6301875074 5707926.604447755, 700476.6510534259 5707970.961099986, 700460.1206518154 5708017.160477541, 700448.1981794799 5708064.7576551605, 700440.9984563454 5708113.294246004, 700438.5908196815 5708162.302816168, 700440.9984563454 5708211.311386333, 700448.1981794799 5708259.847977176, 700460.1206518154 5708307.445154795, 700476.6510534259 5708353.644532351, 700497.6301875074 5708398.001184582, 700522.8560135303 5708440.087932678, 700552.0855930002 5708479.499458251, 700585.0374290883 5708515.856206762, 700621.3941775997 5708548.808042849, 700660.8057031718 5708578.03762232, 700702.8924512685 5708603.263448343, 700747.249103499 5708624.242582424, 700793.4484810543 5708640.772984034, 700841.0456586735 5708652.69545637, 700889.5822495167 5708659.8951795045, 700938.5908196815 5708662.302816168, 700987.5993898463 5708659.8951795045, 701036.1359806895 5708652.69545637, 701083.7331583088 5708640.772984034, 701129.9325358641 5708624.242582424, 701174.2891880946 5708603.263448343, 701216.3759361913 5708578.03762232, 701255.7874617634 5708548.808042849, 701292.1442102748 5708515.856206762, 701325.0960463629 5708479.499458251, 701354.3256258328 5708440.087932678, 701379.5514518557 5708398.001184582, 701400.5305859372 5708353.644532351, 701417.0609875476 5708307.445154795, 701428.9834598831 5708259.847977176, 701436.1831830177 5708211.311386333, 701438.5908196815 5708162.302816168))",1,1
"Red Lion Street, Holborn",51.51824,-0.11655,36,POINT (700049.2634064227 5711399.680773103),22171,0,0,"POLYGON ((700549.2634064227 5711399.680773103, 700546.8557697588 5711350.672202938, 700539.6560466243 5711302.135612095, 700527.7335742888 5711254.538434476, 700511.2031726784 5711208.33905692, 700490.2240385968 5711163.982404689, 700464.9982125739 5711121.895656593, 700435.768633104 5711082.4841310205, 700402.816797016 5711046.127382509, 700366.4600485045 5711013.175546422, 700327.0485229325 5710983.945966952, 700284.9617748357 5710958.720140928, 700240.6051226052 5710937.7410068475, 700194.4057450499 5710921.210605237, 700146.8085674307 5710909.288132901, 700098.2719765875 5710902.088409767, 700049.2634064227 5710899.680773103, 700000.2548362579 5710902.088409767, 699951.7182454147 5710909.288132901, 699904.1210677954 5710921.210605237, 699857.9216902402 5710937.7410068475, 699813.5650380097 5710958.720140928, 699771.4782899129 5710983.945966952, 699732.0667643409 5711013.175546422, 699695.7100158294 5711046.127382509, 699662.7581797413 5711082.4841310205, 699633.5286002714 5711121.895656593, 699608.3027742485 5711163.982404689, 699587.323640167 5711208.33905692, 699570.7932385566 5711254.538434476, 699558.8707662211 5711302.135612095, 699551.6710430866 5711350.672202938, 699549.2634064227 5711399.680773103, 699551.6710430866 5711448.689343267, 699558.8707662211 5711497.225934111, 699570.7932385566 5711544.82311173, 699587.323640167 5711591.022489285, 699608.3027742485 5711635.379141516, 699633.5286002714 5711677.465889612, 699662.7581797413 5711716.877415185, 699695.7100158294 5711753.234163696, 699732.0667643409 5711786.185999784, 699771.4782899129 5711815.415579254, 699813.5650380097 5711840.641405277, 699857.9216902402 5711861.620539358, 699904.1210677954 5711878.150940969, 699951.7182454147 5711890.073413304, 700000.2548362579 5711897.273136439, 700049.2634064227 5711899.680773103, 700098.2719765875 5711897.273136439, 700146.8085674307 5711890.073413304, 700194.4057450499 5711878.150940969, 700240.6051226052 5711861.620539358, 700284.9617748357 5711840.641405277, 700327.0485229325 5711815.415579254, 700366.4600485045 5711786.185999784, 700402.816797016 5711753.234163696, 700435.768633104 5711716.877415185, 700464.9982125739 5711677.465889612, 700490.2240385968 5711635.379141516, 700511.2031726784 5711591.022489285, 700527.7335742888 5711544.82311173, 700539.6560466243 5711497.225934111, 700546.8557697588 5711448.689343267, 700549.2634064227 5711399.680773103))",6,7
"Killick Street, King's Cross",51.5338,-0.118677,22,POINT (699833.5552142356 5713123.859345471),200053,0,0,"POLYGON ((700333.5552142356 5713123.859345471, 700331.1475775717 5713074.850775306, 700323.9478544372 5713026.314184463, 700312.0253821017 5712978.717006844, 700295.4949804912 5712932.517629288, 700274.5158464097 5712888.160977057, 700249.2900203868 5712846.074228961, 700220.0604409169 5712806.662703388, 700187.1086048288 5712770.305954877, 700150.7518563174 5712737.35411879, 700111.3403307453 5712708.124539319, 700069.2535826486 5712682.898713296, 700024.8969304181 5712661.919579215, 699978.6975528628 5712645.389177605, 699931.1003752436 5712633.466705269, 699882.5637844004 5712626.266982134, 699833.5552142356 5712623.859345471, 699784.5466440708 5712626.266982134, 699736.0100532275 5712633.466705269, 699688.4128756083 5712645.389177605, 699642.213498053 5712661.919579215, 699597.8568458225 5712682.898713296, 699555.7700977258 5712708.124539319, 699516.3585721537 5712737.35411879, 699480.0018236423 5712770.305954877, 699447.0499875542 5712806.662703388, 699417.8204080843 5712846.074228961, 699392.5945820614 5712888.160977057, 699371.6154479799 5712932.517629288, 699355.0850463695 5712978.717006844, 699343.162574034 5713026.314184463, 699335.9628508994 5713074.850775306, 699333.5552142356 5713123.859345471, 699335.9628508994 5713172.867915635, 699343.162574034 5713221.404506478, 699355.0850463695 5713269.001684098, 699371.6154479799 5713315.201061653, 699392.5945820614 5713359.557713884, 699417.8204080843 5713401.64446198, 699447.0499875542 5713441.055987553, 699480.0018236423 5713477.412736064, 699516.3585721537 5713510.364572152, 699555.7700977258 5713539.594151622, 699597.8568458225 5713564.819977645, 699642.213498053 5713585.799111726, 699688.4128756083 5713602.3295133365, 699736.0100532275 5713614.251985672, 699784.5466440708 5713621.451708807, 699833.5552142356 5713623.859345471, 699882.5637844004 5713621.451708807, 699931.1003752436 5713614.251985672, 699978.6975528628 5713602.3295133365, 700024.8969304181 5713585.799111726, 700069.2535826486 5713564.819977645, 700111.3403307453 5713539.594151622, 700150.7518563174 5713510.364572152, 700187.1086048288 5713477.412736064, 700220.0604409169 5713441.055987553, 700249.2900203868 5713401.64446198, 700274.5158464097 5713359.557713884, 700295.4949804912 5713315.201061653, 700312.0253821017 5713269.001684098, 700323.9478544372 5713221.404506478, 700331.1475775717 5713172.867915635, 700333.5552142356 5713123.859345471))",2,2
"Sail Street, Vauxhall",51.495656,-0.114605,24,POINT (700283.2327100643 5708894.073367559),200039,2,0,"POLYGON ((700783.2327100643 5708894.073367559, 700780.8250734004 5708845.064797395, 700773.6253502659 5708796.528206551, 700761.7028779304 5708748.931028932, 700745.17247632 5708702.731651377, 700724.1933422384 5708658.374999146, 700698.9675162155 5708616.28825105, 700669.7379367456 5708576.876725477, 700636.7861006575 5708540.519976966, 700600.4293521461 5708507.568140878, 700561.017826574 5708478.338561408, 700518.9310784773 5708453.112735385, 700474.5744262468 5708432.133601304, 700428.3750486915 5708415.603199693, 700380.7778710723 5708403.680727358, 700332.2412802291 5708396.481004223, 700283.2327100643 5708394.073367559, 700234.2241398995 5708396.481004223, 700185.6875490563 5708403.680727358, 700138.090371437 5708415.603199693, 700091.8909938817 5708432.133601304, 700047.5343416512 5708453.112735385, 700005.4475935545 5708478.338561408, 699966.0360679824 5708507.568140878, 699929.679319471 5708540.519976966, 699896.7274833829 5708576.876725477, 699867.497903913 5708616.28825105, 699842.2720778901 5708658.374999146, 699821.2929438086 5708702.731651377, 699804.7625421982 5708748.931028932, 699792.8400698627 5708796.528206551, 699785.6403467281 5708845.064797395, 699783.2327100643 5708894.073367559, 699785.6403467281 5708943.081937724, 699792.8400698627 5708991.618528567, 699804.7625421982 5709039.215706186, 699821.2929438086 5709085.415083742, 699842.2720778901 5709129.771735973, 699867.497903913 5709171.858484069, 699896.7274833829 5709211.270009642, 699929.679319471 5709247.626758153, 699966.0360679824 5709280.57859424, 700005.4475935545 5709309.8081737105, 700047.5343416512 5709335.033999734, 700091.8909938817 5709356.013133815, 700138.090371437 5709372.543535425, 700185.6875490563 5709384.466007761, 700234.2241398995 5709391.6657308955, 700283.2327100643 5709394.073367559, 700332.2412802291 5709391.6657308955, 700380.7778710723 5709384.466007761, 700428.3750486915 5709372.543535425, 700474.5744262468 5709356.013133815, 700518.9310784773 5709335.033999734, 700561.017826574 5709309.8081737105, 700600.4293521461 5709280.57859424, 700636.7861006575 5709247.626758153, 700669.7379367456 5709211.270009642, 700698.9675162155 5709171.858484069, 700724.1933422384 5709129.771735973, 700745.17247632 5709085.415083742, 700761.7028779304 5709039.215706186, 700773.6253502659 5708991.618528567, 700780.8250734004 5708943.081937724, 700783.2327100643 5708894.073367559))",1,1
"St. Katharine's Way, Tower",51.505697,-0.070542,24,POINT (703296.4635742933 5710131.975341608),200049,1,0,"POLYGON ((703796.4635742933 5710131.975341608, 703794.0559376294 5710082.966771443, 703786.8562144949 5710034.4301806, 703774.9337421594 5709986.833002981, 703758.403340549 5709940.633625425, 703737.4242064675 5709896.276973194, 703712.1983804445 5709854.190225098, 703682.9688009747 5709814.778699526, 703650.0169648866 5709778.421951015, 703613.6602163751 5709745.470114927, 703574.2486908031 5709716.240535457, 703532.1619427063 5709691.014709434, 703487.8052904758 5709670.035575353, 703441.6059129206 5709653.505173742, 703394.0087353013 5709641.582701406, 703345.4721444581 5709634.382978272, 703296.4635742933 5709631.975341608, 703247.4550041285 5709634.382978272, 703198.9184132853 5709641.582701406, 703151.321235666 5709653.505173742, 703105.1218581108 5709670.035575353, 703060.7652058803 5709691.014709434, 703018.6784577835 5709716.240535457, 702979.2669322115 5709745.470114927, 702942.9101837 5709778.421951015, 702909.958347612 5709814.778699526, 702880.728768142 5709854.190225098, 702855.5029421191 5709896.276973194, 702834.5238080376 5709940.633625425, 702817.9934064272 5709986.833002981, 702806.0709340917 5710034.4301806, 702798.8712109572 5710082.966771443, 702796.4635742933 5710131.975341608, 702798.8712109572 5710180.983911772, 702806.0709340917 5710229.520502616, 702817.9934064272 5710277.117680235, 702834.5238080376 5710323.31705779, 702855.5029421191 5710367.673710021, 702880.728768142 5710409.760458117, 702909.958347612 5710449.17198369, 702942.9101837 5710485.528732201, 702979.2669322115 5710518.480568289, 703018.6784577835 5710547.710147759, 703060.7652058803 5710572.935973782, 703105.1218581108 5710593.915107863, 703151.321235666 5710610.445509474, 703198.9184132853 5710622.367981809, 703247.4550041285 5710629.567704944, 703296.4635742933 5710631.975341608, 703345.4721444581 5710629.567704944, 703394.0087353013 5710622.367981809, 703441.6059129206 5710610.445509474, 703487.8052904758 5710593.915107863, 703532.1619427063 5710572.935973782, 703574.2486908031 5710547.710147759, 703613.6602163751 5710518.480568289, 703650.0169648866 5710485.528732201, 703682.9688009747 5710449.17198369, 703712.1983804445 5710409.760458117, 703737.4242064675 5710367.673710021, 703758.403340549 5710323.31705779, 703774.9337421594 5710277.117680235, 703786.8562144949 5710229.520502616, 703794.0559376294 5710180.983911772, 703796.4635742933 5710131.975341608))",5,6
"Granby Street, Shoreditch",51.525645,-0.069543,37,POINT (703276.9066682142 5712352.588098743),22174,1,0,"POLYGON ((703776.9066682142 5712352.588098743, 703774.4990315504 5712303.579528579, 703767.2993084159 5712255.042937735, 703755.3768360803 5712207.445760116, 703738.8464344699 5712161.246382561, 703717.8673003884 5712116.88973033, 703692.6414743655 5712074.802982233, 703663.4118948956 5712035.391456661, 703630.4600588075 5711999.03470815, 703594.1033102961 5711966.082872062, 703554.691784724 5711936.853292592, 703512.6050366273 5711911.627466569, 703468.2483843968 5711890.648332488, 703422.0490068415 5711874.117930877, 703374.4518292223 5711862.195458542, 703325.915238379 5711854.995735407, 703276.9066682142 5711852.588098743, 703227.8980980495 5711854.995735407, 703179.3615072062 5711862.195458542, 703131.764329587 5711874.117930877, 703085.5649520317 5711890.648332488, 703041.2082998012 5711911.627466569, 702999.1215517045 5711936.853292592, 702959.7100261324 5711966.082872062, 702923.353277621 5711999.03470815, 702890.4014415329 5712035.391456661, 702861.171862063 5712074.802982233, 702835.9460360401 5712116.88973033, 702814.9669019586 5712161.246382561, 702798.4365003482 5712207.445760116, 702786.5140280126 5712255.042937735, 702779.3143048781 5712303.579528579, 702776.9066682142 5712352.588098743, 702779.3143048781 5712401.596668907, 702786.5140280126 5712450.133259751, 702798.4365003482 5712497.73043737, 702814.9669019586 5712543.929814925, 702835.9460360401 5712588.286467156, 702861.171862063 5712630.3732152525, 702890.4014415329 5712669.784740825, 702923.353277621 5712706.141489336, 702959.7100261324 5712739.093325424, 702999.1215517045 5712768.322904894, 703041.2082998012 5712793.548730917, 703085.5649520317 5712814.527864998, 703131.764329587 5712831.058266609, 703179.3615072062 5712842.980738944, 703227.8980980495 5712850.180462079, 703276.9066682142 5712852.588098743, 703325.915238379 5712850.180462079, 703374.4518292223 5712842.980738944, 703422.0490068415 5712831.058266609, 703468.2483843968 5712814.527864998, 703512.6050366273 5712793.548730917, 703554.691784724 5712768.322904894, 703594.1033102961 5712739.093325424, 703630.4600588075 5712706.141489336, 703663.4118948956 5712669.784740825, 703692.6414743655 5712630.3732152525, 703717.8673003884 5712588.286467156, 703738.8464344699 5712543.929814925, 703755.3768360803 5712497.73043737, 703767.2993084159 5712450.133259751, 703774.4990315504 5712401.596668907, 703776.9066682142 5712352.588098743))",1,1
